Source node	Source node type	Target node	Target node type	Edge name
H501	Disease	H521	Disease	Causes onset
D582	Disease	D649	Disease	Causes onset
D582	Disease	D57	Disease	Causes onset
D582	Disease	D55	Disease	Causes onset
D582	Disease	D56	Disease	Causes onset
D582	Disease	D59	Disease	Causes onset
D582	Disease	H332	Disease	Causes onset
G600	Disease	G629	Disease	Causes onset
G600	Disease	M2137	Disease	Causes onset
G600	Disease	H905	Disease	Causes onset
N18	Disease	D649	Disease	Causes onset
N18	Disease	E213	Disease	Causes onset
N18	Disease	N19	Disease	Causes onset
N18	Disease	M899	Disease	Causes onset
D693	Disease	D649	Disease	Causes onset
D693	Disease	E669	Disease	Causes onset
G911	Disease	I10	Disease	Causes onset
G911	Disease	H905	Disease	Causes onset
E06	Disease	E039	Disease	Causes onset
E06	Disease	E059	Disease	Causes onset
E853	Disease	N189	Disease	Causes onset
E853	Disease	N04	Disease	Causes onset
E853	Disease	N19	Disease	Causes onset
E853	Disease	K559	Disease	Causes onset
E853	Disease	G629	Disease	Causes onset
E853	Disease	R80	Disease	Causes onset
E853	Disease	N289	Disease	Causes onset
E853	Disease	K929	Disease	Causes onset
B80	Disease	K529	Disease	Causes onset
B80	Disease	L309	Disease	Causes onset
B80	Disease	K37	Disease	Causes onset
G10	Disease	G255	Disease	Causes onset
M10	Disease	M1990	Disease	Causes onset
M10	Disease	N189	Disease	Causes onset
M10	Disease	G560	Disease	Causes onset
M10	Disease	M541	Disease	Causes onset
M10	Disease	H16	Disease	Causes onset
M10	Disease	I21	Disease	Causes onset
M10	Disease	M129	Disease	Causes onset
M1990	Disease	L4052	Disease	Causes onset
M1990	Disease	M893	Disease	Causes onset
J86	Disease	J960	Disease	Causes onset
J86	Disease	I314	Disease	Causes onset
J86	Disease	G902	Disease	Causes onset
J86	Disease	E7220	Disease	Causes onset
J157	Disease	J960	Disease	Causes onset
J157	Disease	D59	Disease	Causes onset
J157	Disease	D58	Disease	Causes onset
J157	Disease	L511	Disease	Causes onset
J157	Disease	J80	Disease	Causes onset
J157	Disease	J42	Disease	Causes onset
J157	Disease	D55	Disease	Causes onset
J157	Disease	D56	Disease	Causes onset
J157	Disease	D57	Disease	Causes onset
J157	Disease	J9811	Disease	Causes onset
J157	Disease	C343	Disease	Causes onset
D59	Disease	M10	Disease	Causes onset
E876	Disease	I472	Disease	Causes onset
E876	Disease	I46	Disease	Causes onset
E876	Disease	N189	Disease	Causes onset
E876	Disease	G825	Disease	Causes onset
E876	Disease	G629	Disease	Causes onset
E876	Disease	I42	Disease	Causes onset
E876	Disease	I21	Disease	Causes onset
E876	Disease	G729	Disease	Causes onset
E876	Disease	R821	Disease	Causes onset
K40	Disease	N139	Disease	Causes onset
K40	Disease	Q539	Disease	Causes onset
K40	Disease	D619	Disease	Causes onset
K40	Disease	M543	Disease	Causes onset
K40	Disease	G8381	Disease	Causes onset
K40	Disease	K56609	Disease	Causes onset
F339	Disease	F32	Disease	Causes onset
F339	Disease	F419	Disease	Causes onset
Q249	Disease	I509	Disease	Causes onset
Q249	Disease	I10	Disease	Causes onset
Q249	Disease	I519	Disease	Causes onset
Q249	Disease	I071	Disease	Causes onset
Q249	Disease	I21	Disease	Causes onset
Q249	Disease	I517	Disease	Causes onset
Q249	Disease	I420	Disease	Causes onset
Q249	Disease	K769	Disease	Causes onset
Q249	Disease	I729	Disease	Causes onset
Q249	Disease	I2720	Disease	Causes onset
Q249	Disease	J811	Disease	Causes onset
Q249	Disease	I5084	Disease	Causes onset
Q249	Disease	I5081	Disease	Causes onset
Q249	Disease	J42	Disease	Causes onset
H262	Disease	H270	Disease	Causes onset
D680	Disease	G9519	Disease	Causes onset
M300	Disease	N19	Disease	Causes onset
M300	Disease	I72	Disease	Causes onset
M300	Disease	N17	Disease	Causes onset
M300	Disease	K25	Disease	Causes onset
M300	Disease	G629	Disease	Causes onset
M300	Disease	K559	Disease	Causes onset
M300	Disease	I776	Disease	Causes onset
M300	Disease	N186	Disease	Causes onset
M300	Disease	J960	Disease	Causes onset
M300	Disease	I2542	Disease	Causes onset
M300	Disease	I21	Disease	Causes onset
M300	Disease	K769	Disease	Causes onset
M300	Disease	K37	Disease	Causes onset
M300	Disease	E85	Disease	Causes onset
T790	Disease	I46	Disease	Causes onset
T790	Disease	I6782	Disease	Causes onset
T790	Disease	I679	Disease	Causes onset
T790	Disease	I63	Disease	Causes onset
T790	Disease	J81	Disease	Causes onset
T790	Disease	I5081	Disease	Causes onset
T790	Disease	K559	Disease	Causes onset
T790	Disease	I10	Disease	Causes onset
T790	Disease	H4761	Disease	Causes onset
T790	Disease	H5346	Disease	Causes onset
B58	Disease	H209	Disease	Causes onset
B58	Disease	H309	Disease	Causes onset
B58	Disease	G629	Disease	Causes onset
B58	Disease	M332	Disease	Causes onset
B58	Disease	I40	Disease	Causes onset
B58	Disease	K739	Disease	Causes onset
B58	Disease	M60	Disease	Causes onset
B58	Disease	H332	Disease	Causes onset
B58	Disease	L04	Disease	Causes onset
B58	Disease	A6922	Disease	Causes onset
B58	Disease	E230	Disease	Causes onset
B58	Disease	I880	Disease	Causes onset
B58	Disease	H905	Disease	Causes onset
B58	Disease	G91	Disease	Causes onset
B58	Disease	H3423	Disease	Causes onset
B58	Disease	G902	Disease	Causes onset
B58	Disease	G24	Disease	Causes onset
B58	Disease	M330	Disease	Causes onset
B58	Disease	Q03	Disease	Causes onset
B009	Disease	H16	Disease	Causes onset
B009	Disease	L51	Disease	Causes onset
B009	Disease	K739	Disease	Causes onset
B009	Disease	L511	Disease	Causes onset
B009	Disease	H189	Disease	Causes onset
B009	Disease	E232	Disease	Causes onset
B009	Disease	K229	Disease	Causes onset
B009	Disease	R413	Disease	Causes onset
B009	Disease	H309	Disease	Causes onset
B009	Disease	J050	Disease	Causes onset
B009	Disease	H209	Disease	Causes onset
B009	Disease	G03	Disease	Causes onset
B009	Disease	H160	Disease	Causes onset
B009	Disease	H44	Disease	Causes onset
B009	Disease	G939	Disease	Causes onset
B009	Disease	A6922	Disease	Causes onset
B009	Disease	G4082	Disease	Causes onset
B009	Disease	H162	Disease	Causes onset
B009	Disease	H164	Disease	Causes onset
B009	Disease	H150	Disease	Causes onset
B009	Disease	H9325	Disease	Causes onset
B009	Disease	G91	Disease	Causes onset
B009	Disease	G969	Disease	Causes onset
B009	Disease	N481	Disease	Causes onset
B009	Disease	H1842	Disease	Causes onset
B009	Disease	G454	Disease	Causes onset
B009	Disease	G932	Disease	Causes onset
I770	Disease	I679	Disease	Causes onset
I770	Disease	H931	Disease	Causes onset
I770	Disease	I10	Disease	Causes onset
I770	Disease	G911	Disease	Causes onset
I770	Disease	G959	Disease	Causes onset
I770	Disease	G500	Disease	Causes onset
I770	Disease	H474	Disease	Causes onset
I770	Disease	H3481	Disease	Causes onset
I770	Disease	I5083	Disease	Causes onset
I770	Disease	K85	Disease	Causes onset
I770	Disease	K766	Disease	Causes onset
I770	Disease	G9382	Disease	Causes onset
I770	Disease	H0520	Disease	Causes onset
I770	Disease	Q186	Disease	Causes onset
I770	Disease	G510	Disease	Causes onset
K25	Disease	K921	Disease	Causes onset
K25	Disease	D649	Disease	Causes onset
I861	Disease	N46	Disease	Causes onset
I861	Disease	N5081	Disease	Causes onset
I861	Disease	N5082	Disease	Causes onset
M41	Disease	G822	Disease	Causes onset
M41	Disease	J984	Disease	Causes onset
M41	Disease	J960	Disease	Causes onset
K219	Disease	J45	Disease	Causes onset
K219	Disease	J690	Disease	Causes onset
K219	Disease	J984	Disease	Causes onset
K219	Disease	K227	Disease	Causes onset
K219	Disease	J32	Disease	Causes onset
K219	Disease	K20	Disease	Causes onset
K219	Disease	I455	Disease	Causes onset
K219	Disease	C155	Disease	Causes onset
K219	Disease	K229	Disease	Causes onset
K219	Disease	H920	Disease	Causes onset
K219	Disease	T7840	Disease	Causes onset
K219	Disease	K200	Disease	Causes onset
K219	Disease	J84112	Disease	Causes onset
K219	Disease	G4733	Disease	Causes onset
K219	Disease	J84116	Disease	Causes onset
E210	Disease	N20	Disease	Causes onset
E210	Disease	K85	Disease	Causes onset
E210	Disease	N19	Disease	Causes onset
E210	Disease	M899	Disease	Causes onset
E210	Disease	N2589	Disease	Causes onset
E210	Disease	M810	Disease	Causes onset
E210	Disease	K859	Disease	Causes onset
E210	Disease	N200	Disease	Causes onset
E210	Disease	E8352	Disease	Causes onset
E210	Disease	R82994	Disease	Causes onset
E210	Disease	A6922	Disease	Causes onset
E210	Disease	D7581	Disease	Causes onset
E210	Disease	I472	Disease	Causes onset
E210	Disease	E8381	Disease	Causes onset
D731	Disease	D649	Disease	Causes onset
D731	Disease	D58	Disease	Causes onset
D731	Disease	D59	Disease	Causes onset
D731	Disease	D696	Disease	Causes onset
D731	Disease	D70	Disease	Causes onset
D731	Disease	D57	Disease	Causes onset
D731	Disease	D6181	Disease	Causes onset
D731	Disease	D55	Disease	Causes onset
D731	Disease	D56	Disease	Causes onset
D731	Disease	D72819	Disease	Causes onset
I729	Disease	N19	Disease	Causes onset
I729	Disease	I739	Disease	Causes onset
I729	Disease	F01	Disease	Causes onset
I729	Disease	G9382	Disease	Causes onset
I729	Disease	G40909	Disease	Causes onset
I729	Disease	H4711	Disease	Causes onset
I729	Disease	F95	Disease	Causes onset
I729	Disease	H332	Disease	Causes onset
I729	Disease	H54	Disease	Causes onset
L93	Disease	N19	Disease	Causes onset
L93	Disease	H40	Disease	Causes onset
L93	Disease	N08	Disease	Causes onset
L93	Disease	N189	Disease	Causes onset
L93	Disease	I10	Disease	Causes onset
L93	Disease	N179	Disease	Causes onset
L93	Disease	D696	Disease	Causes onset
L93	Disease	I679	Disease	Causes onset
L93	Disease	D649	Disease	Causes onset
L93	Disease	I730	Disease	Causes onset
L93	Disease	L309	Disease	Causes onset
L93	Disease	N04	Disease	Causes onset
L93	Disease	R80	Disease	Causes onset
L93	Disease	L659	Disease	Causes onset
L93	Disease	N186	Disease	Causes onset
L93	Disease	D56	Disease	Causes onset
L93	Disease	D6861	Disease	Causes onset
L93	Disease	I501	Disease	Causes onset
L93	Disease	K85	Disease	Causes onset
L93	Disease	M1990	Disease	Causes onset
L93	Disease	D59	Disease	Causes onset
L93	Disease	H332	Disease	Causes onset
L93	Disease	D57	Disease	Causes onset
L93	Disease	Q233	Disease	Causes onset
L93	Disease	D55	Disease	Causes onset
L93	Disease	D58	Disease	Causes onset
L93	Disease	J386	Disease	Causes onset
L93	Disease	P916	Disease	Causes onset
L93	Disease	I719	Disease	Causes onset
F31	Disease	N18	Disease	Causes onset
F31	Disease	F32	Disease	Causes onset
F31	Disease	E8881	Disease	Causes onset
N280	Disease	N19	Disease	Causes onset
N280	Disease	I10	Disease	Causes onset
N280	Disease	I150	Disease	Causes onset
N280	Disease	N186	Disease	Causes onset
M050	Disease	D70	Disease	Causes onset
M050	Disease	K766	Disease	Causes onset
I425	Disease	I509	Disease	Causes onset
I425	Disease	I5084	Disease	Causes onset
I425	Disease	I5030	Disease	Causes onset
I425	Disease	I513	Disease	Causes onset
I425	Disease	I2720	Disease	Causes onset
I425	Disease	I679	Disease	Causes onset
G360	Disease	G959	Disease	Causes onset
G360	Disease	G822	Disease	Causes onset
G360	Disease	J960	Disease	Causes onset
G360	Disease	G471	Disease	Causes onset
G360	Disease	G825	Disease	Causes onset
G360	Disease	H024	Disease	Causes onset
G959	Disease	G822	Disease	Causes onset
G959	Disease	G82	Disease	Causes onset
G959	Disease	G825	Disease	Causes onset
G959	Disease	G253	Disease	Causes onset
E51	Disease	G629	Disease	Causes onset
E51	Disease	E872	Disease	Causes onset
E51	Disease	I509	Disease	Causes onset
E51	Disease	R413	Disease	Causes onset
E51	Disease	H54	Disease	Causes onset
E51	Disease	G939	Disease	Causes onset
E51	Disease	H550	Disease	Causes onset
E51	Disease	G255	Disease	Causes onset
E51	Disease	E8720	Disease	Causes onset
E51	Disease	I5081	Disease	Causes onset
E51	Disease	I2720	Disease	Causes onset
E54	Disease	D649	Disease	Causes onset
E54	Disease	D690	Disease	Causes onset
E54	Disease	H0520	Disease	Causes onset
E54	Disease	I2720	Disease	Causes onset
E54	Disease	E785	Disease	Causes onset
I443	Disease	I46	Disease	Causes onset
I872	Disease	I10	Disease	Causes onset
I872	Disease	G35	Disease	Causes onset
I872	Disease	L130	Disease	Causes onset
I872	Disease	G575	Disease	Causes onset
K744	Disease	K766	Disease	Causes onset
A80	Disease	M41	Disease	Causes onset
A80	Disease	M419	Disease	Causes onset
A80	Disease	G822	Disease	Causes onset
A80	Disease	G825	Disease	Causes onset
A80	Disease	H490	Disease	Causes onset
A80	Disease	M214	Disease	Causes onset
Q614	Disease	N19	Disease	Causes onset
Q614	Disease	N189	Disease	Causes onset
Q614	Disease	N08	Disease	Causes onset
Q614	Disease	I10	Disease	Causes onset
Q614	Disease	I11	Disease	Causes onset
Q614	Disease	I150	Disease	Causes onset
Q614	Disease	N186	Disease	Causes onset
M340	Disease	Q185	Disease	Causes onset
M340	Disease	J849	Disease	Causes onset
M340	Disease	N08	Disease	Causes onset
M340	Disease	I10	Disease	Causes onset
M340	Disease	I730	Disease	Causes onset
M340	Disease	N19	Disease	Causes onset
M340	Disease	M60	Disease	Causes onset
M340	Disease	K229	Disease	Causes onset
M340	Disease	I514	Disease	Causes onset
M340	Disease	I2720	Disease	Causes onset
M340	Disease	I890	Disease	Causes onset
M340	Disease	J984	Disease	Causes onset
M340	Disease	N186	Disease	Causes onset
M340	Disease	I63	Disease	Causes onset
M340	Disease	K219	Disease	Causes onset
M340	Disease	E20	Disease	Causes onset
M340	Disease	N04	Disease	Causes onset
M340	Disease	L309	Disease	Causes onset
M340	Disease	L282	Disease	Causes onset
M340	Disease	G729	Disease	Causes onset
M340	Disease	L50	Disease	Causes onset
M340	Disease	M895	Disease	Causes onset
M340	Disease	D593	Disease	Causes onset
E66	Disease	O244	Disease	Causes onset
E66	Disease	E13	Disease	Causes onset
E66	Disease	C541	Disease	Causes onset
E66	Disease	E11	Disease	Causes onset
E66	Disease	E10	Disease	Causes onset
E66	Disease	J45	Disease	Causes onset
E66	Disease	E12	Disease	Causes onset
E66	Disease	E889	Disease	Causes onset
E66	Disease	E08	Disease	Causes onset
E66	Disease	E09	Disease	Causes onset
E66	Disease	C801	Disease	Causes onset
O244	Disease	R7303	Disease	Causes onset
E72	Disease	K769	Disease	Causes onset
E72	Disease	H359	Disease	Causes onset
E72	Disease	G629	Disease	Causes onset
E72	Disease	I519	Disease	Causes onset
E72	Disease	G40909	Disease	Causes onset
E72	Disease	K831	Disease	Causes onset
E72	Disease	I42	Disease	Causes onset
E72	Disease	E28	Disease	Causes onset
E72	Disease	Q750	Disease	Causes onset
C750	Disease	E213	Disease	Causes onset
C750	Disease	E210	Disease	Causes onset
C750	Disease	E8352	Disease	Causes onset
C750	Disease	K85	Disease	Causes onset
L51	Disease	K20	Disease	Causes onset
G001	Disease	J86	Disease	Causes onset
G001	Disease	I10	Disease	Causes onset
G001	Disease	G031	Disease	Causes onset
C880	Disease	D891	Disease	Causes onset
C880	Disease	I339	Disease	Causes onset
C880	Disease	G129	Disease	Causes onset
D891	Disease	N08	Disease	Causes onset
D891	Disease	G629	Disease	Causes onset
D891	Disease	I730	Disease	Causes onset
D891	Disease	M1990	Disease	Causes onset
D891	Disease	N19	Disease	Causes onset
D891	Disease	R80	Disease	Causes onset
D891	Disease	M543	Disease	Causes onset
D891	Disease	I42	Disease	Causes onset
D891	Disease	M311	Disease	Causes onset
B44	Disease	D649	Disease	Causes onset
B44	Disease	I26	Disease	Causes onset
B44	Disease	J32	Disease	Causes onset
B44	Disease	J47	Disease	Causes onset
B44	Disease	M940	Disease	Causes onset
B44	Disease	I72	Disease	Causes onset
B44	Disease	G03	Disease	Causes onset
B44	Disease	G822	Disease	Causes onset
B44	Disease	E060	Disease	Causes onset
C249	Disease	K315	Disease	Causes onset
C221	Disease	K830	Disease	Causes onset
C221	Disease	K831	Disease	Causes onset
C221	Disease	J86	Disease	Causes onset
C221	Disease	G03	Disease	Causes onset
C221	Disease	K833	Disease	Causes onset
H663	Disease	H831	Disease	Causes onset
H663	Disease	H921	Disease	Causes onset
H663	Disease	G510	Disease	Causes onset
H663	Disease	H492	Disease	Causes onset
H663	Disease	H719	Disease	Causes onset
H663	Disease	G03	Disease	Causes onset
H663	Disease	M1990	Disease	Causes onset
H831	Disease	H905	Disease	Causes onset
H831	Disease	G03	Disease	Causes onset
H831	Disease	H550	Disease	Causes onset
H330	Disease	H352	Disease	Causes onset
H330	Disease	H401	Disease	Causes onset
H330	Disease	J43	Disease	Causes onset
B05	Disease	H16	Disease	Causes onset
B05	Disease	H54	Disease	Causes onset
B05	Disease	K859	Disease	Causes onset
B05	Disease	J157	Disease	Causes onset
B05	Disease	G969	Disease	Causes onset
B05	Disease	T782	Disease	Causes onset
B05	Disease	G030	Disease	Causes onset
B05	Disease	D761	Disease	Causes onset
B05	Disease	D692	Disease	Causes onset
B05	Disease	G319	Disease	Causes onset
B05	Disease	J80	Disease	Causes onset
B05	Disease	R413	Disease	Causes onset
B05	Disease	D72810	Disease	Causes onset
B05	Disease	M303	Disease	Causes onset
B05	Disease	I10	Disease	Causes onset
D137	Disease	E161	Disease	Causes onset
D137	Disease	E162	Disease	Causes onset
K44	Disease	K219	Disease	Causes onset
K44	Disease	D649	Disease	Causes onset
K44	Disease	K562	Disease	Causes onset
K44	Disease	M543	Disease	Causes onset
K44	Disease	J960	Disease	Causes onset
K44	Disease	N139	Disease	Causes onset
K44	Disease	K20	Disease	Causes onset
K44	Disease	K56609	Disease	Causes onset
K44	Disease	D50	Disease	Causes onset
K44	Disease	D619	Disease	Causes onset
K44	Disease	I871	Disease	Causes onset
K44	Disease	I2720	Disease	Causes onset
K44	Disease	G8381	Disease	Causes onset
K44	Disease	Q539	Disease	Causes onset
K44	Disease	K2100	Disease	Causes onset
A19	Disease	E271	Disease	Causes onset
A19	Disease	D86	Disease	Causes onset
A19	Disease	M1990	Disease	Causes onset
A19	Disease	J80	Disease	Causes onset
A19	Disease	J984	Disease	Causes onset
A19	Disease	D649	Disease	Causes onset
A19	Disease	J47	Disease	Causes onset
A19	Disease	N3289	Disease	Causes onset
A19	Disease	I719	Disease	Causes onset
A19	Disease	J86	Disease	Causes onset
A19	Disease	K56609	Disease	Causes onset
A19	Disease	J960	Disease	Causes onset
A19	Disease	N08	Disease	Causes onset
A19	Disease	I314	Disease	Causes onset
A19	Disease	G932	Disease	Causes onset
A19	Disease	K315	Disease	Causes onset
A19	Disease	J948	Disease	Causes onset
A19	Disease	J9851	Disease	Causes onset
A19	Disease	M793	Disease	Causes onset
A19	Disease	D761	Disease	Causes onset
A19	Disease	N12	Disease	Causes onset
A19	Disease	D733	Disease	Causes onset
A19	Disease	G03	Disease	Causes onset
A19	Disease	N19	Disease	Causes onset
A19	Disease	M541	Disease	Causes onset
A19	Disease	I313	Disease	Causes onset
A19	Disease	E162	Disease	Causes onset
A19	Disease	J860	Disease	Causes onset
A19	Disease	H209	Disease	Causes onset
A19	Disease	D696	Disease	Causes onset
A19	Disease	N739	Disease	Causes onset
A19	Disease	R820	Disease	Causes onset
A19	Disease	I10	Disease	Causes onset
A19	Disease	I72	Disease	Causes onset
A19	Disease	E85	Disease	Causes onset
A19	Disease	I898	Disease	Causes onset
A19	Disease	I2781	Disease	Causes onset
A19	Disease	H16	Disease	Causes onset
A19	Disease	K833	Disease	Causes onset
A19	Disease	G510	Disease	Causes onset
A19	Disease	G822	Disease	Causes onset
A19	Disease	E272	Disease	Causes onset
A19	Disease	K766	Disease	Causes onset
A19	Disease	D7581	Disease	Causes onset
A19	Disease	J438	Disease	Causes onset
A19	Disease	D6181	Disease	Causes onset
A19	Disease	L03213	Disease	Causes onset
A19	Disease	N186	Disease	Causes onset
A19	Disease	J386	Disease	Causes onset
A19	Disease	K130	Disease	Causes onset
A19	Disease	E232	Disease	Causes onset
A19	Disease	N16	Disease	Causes onset
A19	Disease	M023	Disease	Causes onset
A19	Disease	M706	Disease	Causes onset
A19	Disease	H309	Disease	Causes onset
A19	Disease	E853	Disease	Causes onset
A19	Disease	H669	Disease	Causes onset
A19	Disease	H46	Disease	Causes onset
A19	Disease	N911	Disease	Causes onset
A19	Disease	D721	Disease	Causes onset
A19	Disease	H3481	Disease	Causes onset
A19	Disease	H3571	Disease	Causes onset
A19	Disease	J931	Disease	Causes onset
A19	Disease	J0510	Disease	Causes onset
A19	Disease	J9312	Disease	Causes onset
A19	Disease	G560	Disease	Causes onset
A19	Disease	I871	Disease	Causes onset
A19	Disease	B44	Disease	Causes onset
A19	Disease	H0520	Disease	Causes onset
A19	Disease	M318	Disease	Causes onset
A19	Disease	K311	Disease	Causes onset
A19	Disease	M779	Disease	Causes onset
A19	Disease	E230	Disease	Causes onset
A19	Disease	M3119	Disease	Causes onset
A19	Disease	G825	Disease	Causes onset
A19	Disease	S128	Disease	Causes onset
A19	Disease	K501	Disease	Causes onset
A19	Disease	A6922	Disease	Causes onset
A19	Disease	H332	Disease	Causes onset
A19	Disease	I420	Disease	Causes onset
A19	Disease	K764	Disease	Causes onset
A19	Disease	M431	Disease	Causes onset
A19	Disease	Q430	Disease	Causes onset
A19	Disease	L603	Disease	Causes onset
A19	Disease	L04	Disease	Causes onset
A19	Disease	L401	Disease	Causes onset
E271	Disease	I46	Disease	Causes onset
E271	Disease	E162	Disease	Causes onset
E271	Disease	M797	Disease	Causes onset
E271	Disease	I420	Disease	Causes onset
E271	Disease	G939	Disease	Causes onset
K294	Disease	E164	Disease	Causes onset
K294	Disease	E538	Disease	Causes onset
K294	Disease	D531	Disease	Causes onset
C924	Disease	D65	Disease	Causes onset
C924	Disease	L309	Disease	Causes onset
C924	Disease	C9500	Disease	Causes onset
C924	Disease	K37	Disease	Causes onset
C924	Disease	C931	Disease	Causes onset
D471	Disease	C920	Disease	Causes onset
D471	Disease	I820	Disease	Causes onset
D471	Disease	D759	Disease	Causes onset
D471	Disease	C9100	Disease	Causes onset
D471	Disease	C9590	Disease	Causes onset
D471	Disease	D7581	Disease	Causes onset
C920	Disease	H356	Disease	Causes onset
C920	Disease	H309	Disease	Causes onset
C920	Disease	E232	Disease	Causes onset
C920	Disease	K37	Disease	Causes onset
C920	Disease	D6181	Disease	Causes onset
C920	Disease	D6861	Disease	Causes onset
C920	Disease	I314	Disease	Causes onset
C920	Disease	K561	Disease	Causes onset
D692	Disease	N04	Disease	Causes onset
D692	Disease	I674	Disease	Causes onset
E45	Disease	E162	Disease	Causes onset
E45	Disease	D649	Disease	Causes onset
E45	Disease	E538	Disease	Causes onset
E45	Disease	D6181	Disease	Causes onset
E45	Disease	I519	Disease	Causes onset
E45	Disease	R413	Disease	Causes onset
E45	Disease	E50	Disease	Causes onset
E45	Disease	N189	Disease	Causes onset
E45	Disease	K0510	Disease	Causes onset
E45	Disease	K769	Disease	Causes onset
E45	Disease	D50	Disease	Causes onset
E45	Disease	L89	Disease	Causes onset
E45	Disease	H54	Disease	Causes onset
E45	Disease	N62	Disease	Causes onset
E45	Disease	E512	Disease	Causes onset
E45	Disease	E550	Disease	Causes onset
E45	Disease	E8881	Disease	Causes onset
E45	Disease	J984	Disease	Causes onset
E45	Disease	A18	Disease	Causes onset
E45	Disease	G629	Disease	Causes onset
E45	Disease	E15	Disease	Causes onset
E45	Disease	H461	Disease	Causes onset
E45	Disease	E51	Disease	Causes onset
E45	Disease	M899	Disease	Causes onset
E45	Disease	A6922	Disease	Causes onset
H527	Disease	H54	Disease	Causes onset
H527	Disease	H5300	Disease	Causes onset
D690	Disease	N08	Disease	Causes onset
D690	Disease	I679	Disease	Causes onset
D690	Disease	K56609	Disease	Causes onset
D690	Disease	N01	Disease	Causes onset
D690	Disease	K561	Disease	Causes onset
D690	Disease	K500	Disease	Causes onset
I650	Disease	G450	Disease	Causes onset
I650	Disease	I679	Disease	Causes onset
I650	Disease	G91	Disease	Causes onset
G450	Disease	I6782	Disease	Causes onset
G450	Disease	H550	Disease	Causes onset
J16	Disease	J960	Disease	Causes onset
I780	Disease	I770	Disease	Causes onset
I780	Disease	D649	Disease	Causes onset
I780	Disease	D50	Disease	Causes onset
I780	Disease	K721	Disease	Causes onset
I780	Disease	I5083	Disease	Causes onset
I780	Disease	I2720	Disease	Causes onset
I780	Disease	K7682	Disease	Causes onset
C729	Disease	G91	Disease	Causes onset
C729	Disease	H54	Disease	Causes onset
E71	Disease	N08	Disease	Causes onset
E71	Disease	G629	Disease	Causes onset
E71	Disease	K769	Disease	Causes onset
E71	Disease	E7220	Disease	Causes onset
E71	Disease	I519	Disease	Causes onset
E71	Disease	G40909	Disease	Causes onset
E71	Disease	I42	Disease	Causes onset
E71	Disease	K831	Disease	Causes onset
E71	Disease	H359	Disease	Causes onset
E71	Disease	E28	Disease	Causes onset
E71	Disease	Q750	Disease	Causes onset
J323	Disease	G03	Disease	Causes onset
J323	Disease	I679	Disease	Causes onset
J323	Disease	I800	Disease	Causes onset
J323	Disease	H492	Disease	Causes onset
J323	Disease	G527	Disease	Causes onset
J323	Disease	E232	Disease	Causes onset
J14	Disease	J960	Disease	Causes onset
K001	Disease	K090	Disease	Causes onset
K090	Disease	K0402	Disease	Causes onset
D58	Disease	M10	Disease	Causes onset
M674	Disease	G575	Disease	Causes onset
M674	Disease	G629	Disease	Causes onset
M674	Disease	G573	Disease	Causes onset
M674	Disease	B02	Disease	Causes onset
M674	Disease	G560	Disease	Causes onset
M674	Disease	K560	Disease	Causes onset
M674	Disease	H54	Disease	Causes onset
M674	Disease	H920	Disease	Causes onset
N301	Disease	N139	Disease	Causes onset
N301	Disease	C67	Disease	Causes onset
N301	Disease	N3289	Disease	Causes onset
N301	Disease	N3281	Disease	Causes onset
A483	Disease	N19	Disease	Causes onset
A483	Disease	G939	Disease	Causes onset
A483	Disease	I42	Disease	Causes onset
C840	Disease	C859	Disease	Causes onset
C840	Disease	I314	Disease	Causes onset
C840	Disease	G255	Disease	Causes onset
C840	Disease	H209	Disease	Causes onset
I256	Disease	I72	Disease	Causes onset
M00	Disease	A483	Disease	Causes onset
M00	Disease	G560	Disease	Causes onset
M00	Disease	G03	Disease	Causes onset
M00	Disease	M879	Disease	Causes onset
M00	Disease	K501	Disease	Causes onset
M00	Disease	J9851	Disease	Causes onset
M00	Disease	A6922	Disease	Causes onset
M00	Disease	G540	Disease	Causes onset
J438	Disease	J931	Disease	Causes onset
J438	Disease	J960	Disease	Causes onset
J438	Disease	C343	Disease	Causes onset
J438	Disease	I2781	Disease	Causes onset
J438	Disease	E872	Disease	Causes onset
J438	Disease	I2720	Disease	Causes onset
Q130	Disease	H332	Disease	Causes onset
E740	Disease	N08	Disease	Causes onset
E740	Disease	N19	Disease	Causes onset
E740	Disease	G729	Disease	Causes onset
E740	Disease	E11	Disease	Causes onset
E740	Disease	I10	Disease	Causes onset
E740	Disease	E162	Disease	Causes onset
E740	Disease	E10	Disease	Causes onset
E740	Disease	I2720	Disease	Causes onset
E740	Disease	I42	Disease	Causes onset
E740	Disease	E08	Disease	Causes onset
E740	Disease	E09	Disease	Causes onset
E740	Disease	E12	Disease	Causes onset
E740	Disease	E13	Disease	Causes onset
E740	Disease	K7460	Disease	Causes onset
E740	Disease	R739	Disease	Causes onset
Q782	Disease	G91	Disease	Causes onset
Q782	Disease	D649	Disease	Causes onset
Q782	Disease	M545	Disease	Causes onset
H931	Disease	H905	Disease	Causes onset
H931	Disease	G47	Disease	Causes onset
H512	Disease	H532	Disease	Causes onset
C923	Disease	N19	Disease	Causes onset
C923	Disease	G540	Disease	Causes onset
C923	Disease	I5081	Disease	Causes onset
C923	Disease	M541	Disease	Causes onset
C923	Disease	G510	Disease	Causes onset
I659	Disease	I679	Disease	Causes onset
C18	Disease	D733	Disease	Causes onset
